generation,best_fitness,avg_fitness,std_fitness,median_fitness,min_fitness,best_quality,avg_quality,best_diversity,avg_diversity,best_controlability,avg_controlability,population_size,percentage_quality_pass
68,1.0,0.4955013367397279,0.29970561243888716,0.3935589288979167,0.03571428570153061,1.0,0.8408680805152616,1.0,0.7205670035979975,1.0,0.7146596727472748,166,50.0
69,1.0,0.49552593980266235,0.29973586448766026,0.3935589288979167,0.03571428570153061,1.0,0.8408680805152616,1.0,0.7206408127868007,1.0,0.7146596727472748,166,50.0
70,1.0,0.49957931124837945,0.2989124560260786,0.488948306571224,0.03571428570153061,1.0,0.8432425388514834,1.0,0.7198259651546645,1.0,0.7184894818378671,168,51.19047619047619
71,1.0,0.501630289264614,0.2985485800965089,0.5212121211779615,0.03571428570153061,1.0,0.8443088928145315,1.0,0.7197422538287133,1.0,0.7199960892655971,168,51.785714285714285
72,1.0,0.5029949057282779,0.2997658745140434,0.5212121211779615,0.03571428570153061,1.0,0.8443088928145315,1.0,0.7208773829480565,1.0,0.7202125394830903,168,51.785714285714285
73,1.0,0.5045358835570584,0.30089271629382763,0.5212121211779615,0.03571428570153061,1.0,0.8443088928145315,1.0,0.7204998626951832,1.0,0.7215112407826376,168,51.785714285714285
74,1.0,0.5038664897058974,0.30059787487120165,0.5151515151184572,0.03571428570153061,1.0,0.844647288096427,1.0,0.7201675923429792,1.0,0.7217605018637909,169,51.4792899408284
75,1.0,0.5051615115796411,0.3016107847324556,0.5151515151184572,0.03571428570153061,1.0,0.8457595959710373,1.0,0.7217219055721572,1.0,0.7226013614092677,169,51.4792899408284
76,1.0,0.5079571719435237,0.3017173715945818,0.5272727272374655,0.03571428570153061,1.0,0.8460777228414523,1.0,0.7261729588364498,1.0,0.7274426739420076,169,52.071005917159766
77,1.0,0.5101509177715398,0.30354729969635563,0.5272727272374655,0.03571428570153061,1.0,0.8460777228414523,1.0,0.7280278877096664,1.0,0.7288412753414306,169,52.071005917159766
78,1.0,0.5105602611754079,0.3040606945676776,0.5272727272374655,0.03571428570153061,1.0,0.8460777228414523,1.0,0.7284937646363876,1.0,0.7290564447873301,169,52.071005917159766
79,1.0,0.5117150176576569,0.3049738163703108,0.5272727272374655,0.03571428570153061,1.0,0.8460777228414523,1.0,0.7290180186131914,1.0,0.7292716142343055,169,52.071005917159766
80,1.0,0.5194536874468988,0.30729753612638355,0.5333333332969697,0.03571428570153061,1.0,0.84655491314787,1.0,0.7299038052591047,1.0,0.733429447352663,169,53.25443786982248
81,1.0,0.5196676638870631,0.3075235889768982,0.5333333332969697,0.03571428570153061,1.0,0.84655491314787,1.0,0.7312836146549802,1.0,0.7335370320756127,169,53.25443786982248
82,1.0,0.5197586593149542,0.30762833945443435,0.5333333332969697,0.03571428570153061,1.0,0.84655491314787,1.0,0.7315566009386535,1.0,0.7335370320756127,169,53.25443786982248
83,1.0,0.5209096267848143,0.3084931436131342,0.5333333332969697,0.03571428570153061,1.0,0.84655491314787,1.0,0.7314180398660405,1.0,0.7337522015225881,169,53.25443786982248
84,1.0,0.5221820133368832,0.30812321498621764,0.5333333332969697,0.03571428570153061,1.0,0.8467139765838728,1.0,0.731648173416376,1.0,0.7331066931848894,169,53.84615384615385
85,1.0,0.5228801911780185,0.30792304652291375,0.5333333332969697,0.03571428570153061,1.0,0.8478779833961585,1.0,0.7311687193681807,1.0,0.7338890710417382,171,53.801169590643276
86,1.0,0.5298128258114578,0.30906596650224577,0.5393939393564738,0.03571428570153061,1.0,0.8496588693059496,1.0,0.7317280898510726,1.0,0.7371162216392131,171,54.97076023391813
87,1.0,0.5397852918239063,0.3095584944641185,0.5575757575349862,0.03571428570153061,1.0,0.8503393339137479,1.0,0.7287955267576481,1.0,0.7431187190736217,171,57.30994152046784
88,1.0,0.5397852918239063,0.3095584944641185,0.5575757575349862,0.03571428570153061,1.0,0.8503393339137479,1.0,0.7287955267576481,1.0,0.7431187190736217,171,57.30994152046784
89,1.0,0.5397852918239063,0.3095584944641185,0.5575757575349862,0.03571428570153061,1.0,0.8503393339137479,1.0,0.7287955267576481,1.0,0.7431187190736217,171,57.30994152046784
90,1.0,0.5412273147699498,0.3104204170922331,0.5575757575349862,0.03571428570153061,1.0,0.8503393339137479,1.0,0.7280922764732419,1.0,0.7442883097177472,171,57.30994152046784
91,1.0,0.5400738172152614,0.3100153287944634,0.5545454545052342,0.03571428570153061,1.0,0.8510531649916652,1.0,0.7269518286387819,1.0,0.7441893819120655,172,56.97674418604651
92,1.0,0.5408313068615387,0.3101557706268784,0.5575757575349862,0.03571428570153061,1.0,0.8510531649916652,1.0,0.7278372797531681,1.0,0.7464092550617676,172,56.97674418604651
93,1.0,0.5408451628672682,0.3101710410772844,0.5575757575349862,0.03571428570153061,1.0,0.8510531649916652,1.0,0.7278788477703568,1.0,0.7464092550617676,172,56.97674418604651
94,1.0,0.5415549182283069,0.31089507671957983,0.5575757575349862,0.03571428570153061,1.0,0.8510531649916652,1.0,0.7315958533566859,1.0,0.7470435045331111,172,56.97674418604651
95,1.0,0.5416070145857016,0.3108579263948589,0.5575757575349862,0.03571428570153061,1.0,0.8512094540638493,1.0,0.7326705239802607,1.0,0.744929339628633,172,56.97674418604651
96,1.0,0.5448794259888561,0.3114171923604935,0.5696969696539944,0.03571428570153061,1.0,0.8515220322097801,1.0,0.7320640387585279,1.0,0.7482498221559684,172,57.55813953488372
97,1.0,0.5451194614669826,0.3115046115126126,0.5696969696539944,0.03571428570153061,1.0,0.8515220322097801,1.0,0.732448489343925,1.0,0.7488840716273119,172,57.55813953488372
98,1.0,0.5463611866380583,0.3122664469265689,0.5696969696539944,0.03571428570153061,1.0,0.8515220322097801,1.0,0.7326259901565805,1.0,0.7495183210997124,172,57.55813953488372
99,1.0,0.5540207130368422,0.31420411111284324,0.593939393892011,0.03571428570153061,1.0,0.8527723447903783,1.0,0.7363383254729464,1.0,0.7503639870646748,172,58.72093023255814
100,1.0,0.5528168307820785,0.31401561221177965,0.5818181817730027,0.03571428570153061,1.0,0.8533126003632656,1.0,0.7359408965521118,1.0,0.7494948310694508,173,58.38150289017341
